SITE CODE,Year,Month,Day,Hour,BarometricPressure(hPa),BarometricPressure(PSI)
SMO,2020,5,27,8,1004.96,14.57192
SMO,2020,5,27,9,1005.22,14.57569
SMO,2020,5,27,10,1005.07,14.573515
SMO,2020,5,27,11,1004.84,14.57018
SMO,2020,5,27,12,1004.47,14.564815
SMO,2020,5,27,13,1004.13,14.559885
SMO,2020,5,27,14,1003.54,14.55133
SMO,2020,5,27,15,1003.25,14.547125
SMO,2020,5,27,16,1003.73,14.554085
SMO,2020,5,27,17,1004.39,14.563655
SMO,2020,5,27,18,1005.01,14.572645
SMO,2020,5,27,19,1005.62,14.58149
SMO,2020,5,27,20,1006.12,14.58874
SMO,2020,5,27,21,1006.07,14.588015
SMO,2020,5,27,22,1005.59,14.581055
SMO,2020,5,27,23,1004.93,14.571485
SMO,2020,5,28,0,1004.18,14.56061
SMO,2020,5,28,1,1003.29,14.547705
SMO,2020,5,28,2,1002.92,14.54234
SMO,2020,5,28,3,1003.23,14.546835
SMO,2020,5,28,4,1003.41,14.549445
SMO,2020,5,28,5,1003.64,14.55278
SMO,2020,5,28,6,1004.08,14.55916
SMO,2020,5,28,7,1004.38,14.56351
SMO,2020,5,28,8,1004.77,14.569165
SMO,2020,5,28,9,1004.87,14.570615
SMO,2020,5,28,10,1004.34,14.56293
SMO,2020,5,28,11,1003.86,14.55597
SMO,2020,5,28,12,1003.49,14.550605
SMO,2020,5,28,13,1003.59,14.552055
SMO,2020,5,28,14,1003.54,14.55133
SMO,2020,5,28,15,1004.05,14.558725
SMO,2020,5,28,16,1004.38,14.56351
SMO,2020,5,28,17,1005.38,14.57801
SMO,2020,5,28,18,1005.73,14.583085
SMO,2020,5,28,19,1006.33,14.591785
SMO,2020,5,28,20,1005.83,14.584535
SMO,2020,5,28,21,1004.78,14.56931
SMO,2020,5,28,22,1004.33,14.562785
SMO,2020,5,28,23,1005.13,14.574385
SMO,2020,5,29,0,1004.8,14.5696
SMO,2020,5,29,1,1004.02,14.55829
SMO,2020,5,29,2,1003.7,14.55365
SMO,2020,5,29,3,1003.96,14.55742
SMO,2020,5,29,4,1004.19,14.560755
SMO,2020,5,29,5,1004.41,14.563945
SMO,2020,5,29,6,1005.16,14.57482
SMO,2020,5,29,7,1005.73,14.583085
SMO,2020,5,29,8,1006.08,14.58816
SMO,2020,5,29,9,1006.13,14.588885
SMO,2020,5,29,10,1005.74,14.58323
SMO,2020,5,29,11,1005.47,14.579315
SMO,2020,5,29,12,1004.97,14.572065
SMO,2020,5,29,13,1004.97,14.572065
SMO,2020,5,29,14,1005.04,14.57308
SMO,2020,5,29,15,1005.05,14.573225
SMO,2020,5,29,16,1005.46,14.57917
SMO,2020,5,29,17,1005.69,14.582505
SMO,2020,5,29,18,1006.19,14.589755
SMO,2020,5,29,19,1006.98,14.60121
SMO,2020,5,29,20,1007.46,14.60817
SMO,2020,5,29,21,1007.41,14.607445
SMO,2020,5,29,22,1006.83,14.599035
SMO,2020,5,29,23,1006.13,14.588885
SMO,2020,5,30,0,1005.37,14.577865
SMO,2020,5,30,1,1004.87,14.570615
SMO,2020,5,30,2,1004.94,14.57163
SMO,2020,5,30,3,1005.32,14.57714
SMO,2020,5,30,4,1005.69,14.582505
SMO,2020,5,30,5,1006.13,14.588885
SMO,2020,5,30,6,1006.41,14.592945
SMO,2020,5,30,7,1006.86,14.59947
SMO,2020,5,30,8,1006.95,14.600775
SMO,2020,5,30,9,1006.97,14.601065
SMO,2020,5,30,10,1006.85,14.599325
SMO,2020,5,30,11,1006.4,14.5928
SMO,2020,5,30,12,1006,14.587
SMO,2020,5,30,13,1005.66,14.58207
SMO,2020,5,30,14,1005.43,14.578735
SMO,2020,5,30,15,1005.52,14.58004
SMO,2020,5,30,16,1005.93,14.585985
SMO,2020,5,30,17,1006.11,14.588595
SMO,2020,5,30,18,1006.84,14.59918
SMO,2020,5,30,19,1007.44,14.60788
SMO,2020,5,30,20,1007.59,14.610055
SMO,2020,5,30,21,1007.19,14.604255
SMO,2020,5,30,22,1006.74,14.59773
SMO,2020,5,30,23,1005.91,14.585695
SMO,2020,5,31,0,1005.16,14.57482
SMO,2020,5,31,1,1004.25,14.561625
SMO,2020,5,31,2,1004.01,14.558145
SMO,2020,5,31,3,1004.23,14.561335
SMO,2020,5,31,4,1004.66,14.56757
SMO,2020,5,31,5,1005.07,14.573515
SMO,2020,5,31,6,1005.76,14.58352
SMO,2020,5,31,7,1006.15,14.589175
SMO,2020,5,31,8,1006.63,14.596135
SMO,2020,5,31,9,1006.66,14.59657
SMO,2020,5,31,10,1006.14,14.58903
SMO,2020,5,31,11,1005.77,14.583665
SMO,2020,5,31,12,1005.35,14.577575
SMO,2020,5,31,13,1004.9,14.57105
SMO,2020,5,31,14,1004.24,14.56148
SMO,2020,5,31,15,1004.25,14.561625
SMO,2020,5,31,16,1004.56,14.56612
SMO,2020,5,31,17,1005.18,14.57511
SMO,2020,5,31,18,1005.62,14.58149
SMO,2020,5,31,19,1006.04,14.58758
SMO,2020,5,31,20,1006.38,14.59251
SMO,2020,5,31,21,1006.1,14.58845
SMO,2020,5,31,22,1006.02,14.58729
SMO,2020,5,31,23,1005.19,14.575255
SMO,2020,6,1,0,1004.2,14.5609
SMO,2020,6,1,1,1004.02,14.55829
SMO,2020,6,1,2,1003.22,14.54669
SMO,2020,6,1,3,1003.19,14.546255
SMO,2020,6,1,4,1003.77,14.554665
SMO,2020,6,1,5,1004.58,14.56641
SMO,2020,6,1,6,1005.29,14.576705
SMO,2020,6,1,7,1006.11,14.588595
SMO,2020,6,1,8,1006.29,14.591205
SMO,2020,6,1,9,1006.4,14.5928
SMO,2020,6,1,10,1006.1,14.58845
SMO,2020,6,1,11,1005.35,14.577575
SMO,2020,6,1,12,1005.05,14.573225
SMO,2020,6,1,13,1005.14,14.57453
SMO,2020,6,1,14,1004.82,14.56989
SMO,2020,6,1,15,1005.27,14.576415
SMO,2020,6,1,16,1005.6,14.5812
SMO,2020,6,1,17,1006.09,14.588305
SMO,2020,6,1,18,1006.62,14.59599
SMO,2020,6,1,19,1007.06,14.60237
SMO,2020,6,1,20,1006.95,14.600775
SMO,2020,6,1,21,1006.06,14.58787
SMO,2020,6,1,22,1005.55,14.580475
SMO,2020,6,1,23,1004.74,14.56873
SMO,2020,6,2,0,1003.28,14.54756
SMO,2020,6,2,1,1002.82,14.54089
SMO,2020,6,2,2,1002.43,14.535235
SMO,2020,6,2,3,1002.49,14.536105
SMO,2020,6,2,4,1003.03,14.543935
SMO,2020,6,2,5,1003.45,14.550025
SMO,2020,6,2,6,1003.87,14.556115
SMO,2020,6,2,7,1004.22,14.56119
SMO,2020,6,2,8,1004.07,14.559015
SMO,2020,6,2,9,1003.73,14.554085
SMO,2020,6,2,10,1003.47,14.550315
SMO,2020,6,2,11,1003.23,14.546835
SMO,2020,6,2,12,1002.76,14.54002
SMO,2020,6,2,13,1002.28,14.53306
SMO,2020,6,2,14,1002.1,14.53045
SMO,2020,6,2,15,1002.07,14.530015
SMO,2020,6,2,16,1002.43,14.535235
SMO,2020,6,2,17,1002.96,14.54292
SMO,2020,6,2,18,1003.79,14.554955
SMO,2020,6,2,19,1004.31,14.562495
SMO,2020,6,2,20,1004.78,14.56931
SMO,2020,6,2,21,1004.78,14.56931
SMO,2020,6,2,22,1004.43,14.564235
SMO,2020,6,2,23,1003.58,14.55191
SMO,2020,6,3,0,1002.66,14.53857
SMO,2020,6,3,1,1001.81,14.526245
SMO,2020,6,3,2,1001.25,14.518125
SMO,2020,6,3,3,1001.49,14.521605
SMO,2020,6,3,4,1001.58,14.52291
SMO,2020,6,3,5,1002.23,14.532335
SMO,2020,6,3,6,1003.01,14.543645
SMO,2020,6,3,7,1003.41,14.549445
SMO,2020,6,3,8,1003.57,14.551765
SMO,2020,6,3,9,1003.35,14.548575
SMO,2020,6,3,10,1003.12,14.54524
SMO,2020,6,3,11,1002.8,14.5406
SMO,2020,6,3,12,1002.31,14.533495
SMO,2020,6,3,13,1001.96,14.52842
SMO,2020,6,3,14,1001.5,14.52175
SMO,2020,6,3,15,1001.74,14.52523
SMO,2020,6,3,16,1001.91,14.527695
SMO,2020,6,3,17,1002.23,14.532335
SMO,2020,6,3,18,1002.86,14.54147
SMO,2020,6,3,19,1003.55,14.551475
SMO,2020,6,3,20,1004.01,14.558145
SMO,2020,6,3,21,1003.81,14.555245
SMO,2020,6,3,22,1003.44,14.54988
SMO,2020,6,3,23,1002.73,14.539585
SMO,2020,6,4,0,1002.02,14.52929
SMO,2020,6,4,1,1001.62,14.52349
SMO,2020,6,4,2,1001.31,14.518995
SMO,2020,6,4,3,1001.06,14.51537
SMO,2020,6,4,4,1001.49,14.521605
SMO,2020,6,4,5,1002.13,14.530885
SMO,2020,6,4,6,1002.76,14.54002
SMO,2020,6,4,7,1003.19,14.546255
SMO,2020,6,4,8,1003.41,14.549445
SMO,2020,6,4,9,1003.25,14.547125
SMO,2020,6,4,10,1003.06,14.54437
SMO,2020,6,4,11,1002.84,14.54118
SMO,2020,6,4,12,1002.4,14.5348
SMO,2020,6,4,13,1001.83,14.526535
SMO,2020,6,4,14,1001.39,14.520155
SMO,2020,6,4,15,1001.21,14.517545
SMO,2020,6,4,16,1001.32,14.51914
SMO,2020,6,4,17,1001.35,14.519575
SMO,2020,6,4,18,1001.94,14.52813
SMO,2020,6,4,19,1002.61,14.537845
SMO,2020,6,4,20,1002.87,14.541615
SMO,2020,6,4,21,1002.81,14.540745
SMO,2020,6,4,22,1002.29,14.533205
SMO,2020,6,4,23,1001.51,14.521895
SMO,2020,6,5,0,1000.86,14.51247
SMO,2020,6,5,1,1000.29,14.504205
SMO,2020,6,5,2,999.94,14.49913
SMO,2020,6,5,3,999.9,14.49855
SMO,2020,6,5,4,1000.04,14.50058
SMO,2020,6,5,5,1000.32,14.50464
SMO,2020,6,5,6,1001,14.5145
SMO,2020,6,5,7,1001.47,14.521315
SMO,2020,6,5,8,1001.93,14.527985
SMO,2020,6,5,9,1001.96,14.52842
SMO,2020,6,5,10,1001.99,14.528855
SMO,2020,6,5,11,1002.05,14.529725
SMO,2020,6,5,12,1001.65,14.523925
SMO,2020,6,5,13,1001.11,14.516095
SMO,2020,6,5,14,1000.55,14.507975
SMO,2020,6,5,15,1000.52,14.50754
SMO,2020,6,5,16,1000.96,14.51392
SMO,2020,6,5,17,1001.35,14.519575
SMO,2020,6,5,18,1001.92,14.52784
SMO,2020,6,5,19,1002.62,14.53799
SMO,2020,6,5,20,1002.86,14.54147
SMO,2020,6,5,21,1002.57,14.537265
SMO,2020,6,5,22,1001.98,14.52871
SMO,2020,6,5,23,1001.15,14.516675
SMO,2020,6,6,0,1000.51,14.507395
SMO,2020,6,6,1,999.74,14.49623
SMO,2020,6,6,2,999.24,14.48898
SMO,2020,6,6,3,998.98,14.48521
SMO,2020,6,6,4,999.15,14.487675
SMO,2020,6,6,5,999.53,14.493185
SMO,2020,6,6,6,1000.37,14.505365
SMO,2020,6,6,7,1000.97,14.514065
SMO,2020,6,6,8,1001.31,14.518995
SMO,2020,6,6,9,1001.21,14.517545
SMO,2020,6,6,10,1000.92,14.51334
SMO,2020,6,6,11,1000.95,14.513775
SMO,2020,6,6,12,1000.93,14.513485
SMO,2020,6,6,13,1000.68,14.50986
SMO,2020,6,6,14,1000.24,14.50348
SMO,2020,6,6,15,1000.26,14.50377
SMO,2020,6,6,16,1000.72,14.51044
SMO,2020,6,6,17,1001.29,14.518705
SMO,2020,6,6,18,1001.96,14.52842
SMO,2020,6,6,19,1002.66,14.53857
SMO,2020,6,6,20,1003.12,14.54524
SMO,2020,6,6,21,1003.19,14.546255
SMO,2020,6,6,22,1002.93,14.542485
SMO,2020,6,6,23,1002.14,14.53103
SMO,2020,6,7,0,1001.76,14.52552
SMO,2020,6,7,1,1001.31,14.518995
SMO,2020,6,7,2,1000.93,14.513485
SMO,2020,6,7,3,1001.16,14.51682
SMO,2020,6,7,4,1001.56,14.52262
SMO,2020,6,7,5,1002.12,14.53074
SMO,2020,6,7,6,1002.49,14.536105
SMO,2020,6,7,7,1003.15,14.545675
SMO,2020,6,7,8,1003.24,14.54698
SMO,2020,6,7,9,1003.27,14.547415
SMO,2020,6,7,10,1003.09,14.544805
SMO,2020,6,7,11,1002.79,14.540455
SMO,2020,6,7,12,1002.96,14.54292
SMO,2020,6,7,13,1002.67,14.538715
SMO,2020,6,7,14,1002.04,14.52958
SMO,2020,6,7,15,1002.15,14.531175
SMO,2020,6,7,16,1002.71,14.539295
SMO,2020,6,7,17,1003.19,14.546255
SMO,2020,6,7,18,1003.77,14.554665
SMO,2020,6,7,19,1004.25,14.561625
SMO,2020,6,7,20,1004.37,14.563365
SMO,2020,6,7,21,1004.1,14.55945
SMO,2020,6,7,22,1004.06,14.55887
SMO,2020,6,7,23,1003.93,14.556985
SMO,2020,6,8,0,1003.29,14.547705
SMO,2020,6,8,1,1003.05,14.544225
SMO,2020,6,8,2,1002.71,14.539295
SMO,2020,6,8,3,1002.45,14.535525
SMO,2020,6,8,4,1002.79,14.540455
SMO,2020,6,8,5,1003.28,14.54756
SMO,2020,6,8,6,1003.87,14.556115
SMO,2020,6,8,7,1004.59,14.566555
SMO,2020,6,8,8,1004.93,14.571485
SMO,2020,6,8,9,1004.88,14.57076
SMO,2020,6,8,10,1004.47,14.564815
SMO,2020,6,8,11,1004.48,14.56496
SMO,2020,6,8,12,1004.21,14.561045
SMO,2020,6,8,13,1003.84,14.55568
SMO,2020,6,8,14,1003.7,14.55365
SMO,2020,6,8,15,1003.76,14.55452
SMO,2020,6,8,16,1003.99,14.557855
SMO,2020,6,8,17,1004.09,14.559305
SMO,2020,6,8,18,1004.58,14.56641
SMO,2020,6,8,19,1005.15,14.574675
SMO,2020,6,8,20,1005.15,14.574675
SMO,2020,6,8,21,1004.81,14.569745
SMO,2020,6,8,22,1004.3,14.56235
SMO,2020,6,8,23,1003.62,14.55249
SMO,2020,6,9,0,1002.96,14.54292
SMO,2020,6,9,1,1002.29,14.533205
SMO,2020,6,9,2,1002.07,14.530015
SMO,2020,6,9,3,1002.41,14.534945
SMO,2020,6,9,4,1002.9,14.54205
SMO,2020,6,9,5,1003.3,14.54785
SMO,2020,6,9,6,1003.88,14.55626
SMO,2020,6,9,7,1004.23,14.561335
SMO,2020,6,9,8,1004.23,14.561335
SMO,2020,6,9,9,1003.99,14.557855
SMO,2020,6,9,10,1003.51,14.550895
SMO,2020,6,9,11,1003.17,14.545965
SMO,2020,6,9,12,1002.72,14.53944
SMO,2020,6,9,13,1001.94,14.52813
SMO,2020,6,9,14,1001.48,14.52146
SMO,2020,6,9,15,1001.12,14.51624
SMO,2020,6,9,16,1001.48,14.52146
SMO,2020,6,9,17,1001.97,14.528565
SMO,2020,6,9,18,1002.55,14.536975
SMO,2020,6,9,19,1003.21,14.546545
SMO,2020,6,9,20,1003.54,14.55133
SMO,2020,6,9,21,1003.2,14.5464
SMO,2020,6,9,22,1002.7,14.53915
SMO,2020,6,9,23,1001.87,14.527115
SMO,2020,6,10,0,1001.2,14.5174
SMO,2020,6,10,1,1000.86,14.51247
SMO,2020,6,10,2,1000.47,14.506815
SMO,2020,6,10,3,1000.43,14.506235
SMO,2020,6,10,4,1000.73,14.510585
SMO,2020,6,10,5,1000.91,14.513195
SMO,2020,6,10,6,1001.39,14.520155
SMO,2020,6,10,7,1001.57,14.522765
SMO,2020,6,10,8,1001.77,14.525665
SMO,2020,6,10,9,1001.5,14.52175
SMO,2020,6,10,10,1001.46,14.52117
SMO,2020,6,10,11,1001.25,14.518125
SMO,2020,6,10,12,1000.88,14.51276
SMO,2020,6,10,13,1000.28,14.50406
SMO,2020,6,10,14,999.81,14.497245
SMO,2020,6,10,15,1000.06,14.50087
SMO,2020,6,10,16,1000.16,14.50232
SMO,2020,6,10,17,1000.95,14.513775
SMO,2020,6,10,18,1001.62,14.52349
SMO,2020,6,10,19,1002,14.529
SMO,2020,6,10,20,1002.31,14.533495
SMO,2020,6,10,21,1002.06,14.52987
SMO,2020,6,10,22,1001.78,14.52581
SMO,2020,6,10,23,1001.43,14.520735
SMO,2020,6,11,0,1000.98,14.51421
SMO,2020,6,11,1,1000.66,14.50957
SMO,2020,6,11,2,1000.13,14.501885
SMO,2020,6,11,3,1000.16,14.50232
SMO,2020,6,11,4,1000.58,14.50841
SMO,2020,6,11,5,1000.96,14.51392
SMO,2020,6,11,6,1001.4,14.5203
SMO,2020,6,11,7,1001.83,14.526535
SMO,2020,6,11,8,1001.93,14.527985
SMO,2020,6,11,9,1001.99,14.528855
SMO,2020,6,11,10,1001.65,14.523925
SMO,2020,6,11,11,1001.76,14.52552
SMO,2020,6,11,12,1001.44,14.52088
SMO,2020,6,11,13,1001.03,14.514935
SMO,2020,6,11,14,1000.61,14.508845
SMO,2020,6,11,15,1000.58,14.50841
SMO,2020,6,11,16,1001.38,14.52001
SMO,2020,6,11,17,1002.27,14.532915
SMO,2020,6,11,18,1002.96,14.54292
SMO,2020,6,11,19,1003.51,14.550895
SMO,2020,6,11,20,1003.79,14.554955
SMO,2020,6,11,21,1003.83,14.555535
SMO,2020,6,11,22,1003.52,14.55104
SMO,2020,6,11,23,1002.98,14.54321
SMO,2020,6,12,0,1002.38,14.53451
SMO,2020,6,12,1,1001.74,14.52523
SMO,2020,6,12,2,1001.64,14.52378
SMO,2020,6,12,3,1001.84,14.52668
SMO,2020,6,12,4,1002.36,14.53422
SMO,2020,6,12,5,1002.63,14.538135
SMO,2020,6,12,6,1002.9,14.54205
SMO,2020,6,12,7,1003.48,14.55046
SMO,2020,6,12,8,1003.81,14.555245
SMO,2020,6,12,9,1003.32,14.54814
SMO,2020,6,12,10,1002.9,14.54205
SMO,2020,6,12,11,1002.89,14.541905
SMO,2020,6,12,12,1002.45,14.535525
SMO,2020,6,12,13,1002.36,14.53422
SMO,2020,6,12,14,1001.77,14.525665
SMO,2020,6,12,15,1001.61,14.523345
SMO,2020,6,12,16,1002.15,14.531175
SMO,2020,6,12,17,1002.44,14.53538
SMO,2020,6,12,18,1003.12,14.54524
SMO,2020,6,12,19,1003.72,14.55394
SMO,2020,6,12,20,1003.95,14.557275
SMO,2020,6,12,21,1003.66,14.55307
SMO,2020,6,12,22,1003.31,14.547995
SMO,2020,6,12,23,1002.88,14.54176
SMO,2020,6,13,0,1002.15,14.531175
SMO,2020,6,13,1,1001.56,14.52262
SMO,2020,6,13,2,1001.22,14.51769
SMO,2020,6,13,3,1001.32,14.51914
SMO,2020,6,13,4,1001.7,14.52465
SMO,2020,6,13,5,1002.44,14.53538
SMO,2020,6,13,6,1002.82,14.54089
SMO,2020,6,13,7,1003.47,14.550315
SMO,2020,6,13,8,1003.69,14.553505
SMO,2020,6,13,9,1003.64,14.55278
SMO,2020,6,13,10,1003.15,14.545675
SMO,2020,6,13,11,1002.61,14.537845
SMO,2020,6,13,12,1002.03,14.529435
SMO,2020,6,13,13,1001.36,14.51972
SMO,2020,6,13,14,1000.93,14.513485
SMO,2020,6,13,15,1000.96,14.51392
SMO,2020,6,13,16,1001.14,14.51653
SMO,2020,6,13,17,1001.72,14.52494
SMO,2020,6,13,18,1002.4,14.5348
SMO,2020,6,13,19,1002.75,14.539875
SMO,2020,6,13,20,1003.04,14.54408
SMO,2020,6,13,21,1002.54,14.53683
SMO,2020,6,13,22,1001.82,14.52639
SMO,2020,6,13,23,1001.15,14.516675
SMO,2020,6,14,0,1000.27,14.503915
SMO,2020,6,14,1,999.98,14.49971
SMO,2020,6,14,2,1000.09,14.501305
SMO,2020,6,14,3,1000.6,14.5087
SMO,2020,6,14,4,1001.37,14.519865
SMO,2020,6,14,5,1002.24,14.53248
SMO,2020,6,14,6,1003.09,14.544805
SMO,2020,6,14,7,1002.6,14.5377
SMO,2020,6,14,8,1002.89,14.541905
SMO,2020,6,14,9,1003.63,14.552635
SMO,2020,6,14,10,1003.17,14.545965
SMO,2020,6,14,11,1002.28,14.53306
SMO,2020,6,14,12,1001.6,14.5232
SMO,2020,6,14,13,1001.11,14.516095
SMO,2020,6,14,14,1000.66,14.50957
SMO,2020,6,14,15,1001.23,14.517835
SMO,2020,6,14,16,1001.61,14.523345
SMO,2020,6,14,17,1002.06,14.52987
SMO,2020,6,14,18,1002.44,14.53538
SMO,2020,6,14,19,1002.7,14.53915
SMO,2020,6,14,20,1002.59,14.537555
SMO,2020,6,14,21,1002.52,14.53654
SMO,2020,6,14,22,1001.92,14.52784
SMO,2020,6,14,23,1000.99,14.514355
SMO,2020,6,15,0,1000.17,14.502465
SMO,2020,6,15,1,999.83,14.497535
SMO,2020,6,15,2,1000.1,14.50145
SMO,2020,6,15,3,1000.33,14.504785
SMO,2020,6,15,4,1001.11,14.516095
SMO,2020,6,15,5,1001.76,14.52552
SMO,2020,6,15,6,1002.42,14.53509
SMO,2020,6,15,7,1002.63,14.538135
SMO,2020,6,15,8,1002.85,14.541325
SMO,2020,6,15,9,1002.71,14.539295
SMO,2020,6,15,10,1002.06,14.52987
SMO,2020,6,15,11,1001.55,14.522475
SMO,2020,6,15,12,1001.28,14.51856
SMO,2020,6,15,13,1000.89,14.512905
SMO,2020,6,15,14,1000.67,14.509715
SMO,2020,6,15,15,1000.88,14.51276
SMO,2020,6,15,16,1001,14.5145
SMO,2020,6,15,17,1001.56,14.52262
SMO,2020,6,15,18,1002.29,14.533205
SMO,2020,6,15,19,1002.85,14.541325
SMO,2020,6,15,20,1003.09,14.544805
SMO,2020,6,15,21,1003.09,14.544805
SMO,2020,6,15,22,1002.75,14.539875
SMO,2020,6,15,23,1002.09,14.530305
SMO,2020,6,16,0,1001.35,14.519575
SMO,2020,6,16,1,1001.01,14.514645
SMO,2020,6,16,2,1000.93,14.513485
SMO,2020,6,16,3,1001.03,14.514935
SMO,2020,6,16,4,1001.68,14.52436
SMO,2020,6,16,5,1002.5,14.53625
SMO,2020,6,16,6,1003.24,14.54698
SMO,2020,6,16,7,1003.69,14.553505
SMO,2020,6,16,8,1004.02,14.55829
SMO,2020,6,16,9,1003.83,14.555535
SMO,2020,6,16,10,1003.57,14.551765
SMO,2020,6,16,11,1003.36,14.54872
SMO,2020,6,16,12,1002.86,14.54147
SMO,2020,6,16,13,1002.34,14.53393
SMO,2020,6,16,14,1002.09,14.530305
SMO,2020,6,16,15,1002.07,14.530015
SMO,2020,6,16,16,1002.52,14.53654
SMO,2020,6,16,17,1002.73,14.539585
SMO,2020,6,16,18,1003.13,14.545385
SMO,2020,6,16,19,1004.02,14.55829
SMO,2020,6,16,20,1004.39,14.563655
SMO,2020,6,16,21,1004.42,14.56409
SMO,2020,6,16,22,1004.13,14.559885
SMO,2020,6,16,23,1003.68,14.55336
SMO,2020,6,17,0,1002.89,14.541905
SMO,2020,6,17,1,1002.11,14.530595
SMO,2020,6,17,2,1001.79,14.525955
SMO,2020,6,17,3,1002.08,14.53016
SMO,2020,6,17,4,1002.64,14.53828
SMO,2020,6,17,5,1003.62,14.55249
SMO,2020,6,17,6,1004.21,14.561045
SMO,2020,6,17,7,1004.52,14.56554
SMO,2020,6,17,8,1004.52,14.56554
SMO,2020,6,17,9,1004.27,14.561915
SMO,2020,6,17,10,1003.64,14.55278
SMO,2020,6,17,11,1003.1,14.54495
SMO,2020,6,17,12,1002.65,14.538425
SMO,2020,6,17,13,1002.27,14.532915
SMO,2020,6,17,14,1002.06,14.52987
SMO,2020,6,17,15,1002.34,14.53393
SMO,2020,6,17,16,1002.53,14.536685
SMO,2020,6,17,17,1003.01,14.543645
SMO,2020,6,17,18,1003.47,14.550315
SMO,2020,6,17,19,1004.1,14.55945
SMO,2020,6,17,20,1004.22,14.56119
SMO,2020,6,17,21,1004.16,14.56032
SMO,2020,6,17,22,1003.6,14.5522
SMO,2020,6,17,23,1002.69,14.539005
SMO,2020,6,18,0,1001.8,14.5261
SMO,2020,6,18,1,1001.15,14.516675
SMO,2020,6,18,2,1000.97,14.514065
SMO,2020,6,18,3,1000.9,14.51305
SMO,2020,6,18,4,1001.49,14.521605
SMO,2020,6,18,5,1002.27,14.532915
SMO,2020,6,18,6,1002.87,14.541615
SMO,2020,6,18,7,1003.24,14.54698
SMO,2020,6,18,8,1003.34,14.54843
SMO,2020,6,18,9,1003.39,14.549155
SMO,2020,6,18,10,1003.03,14.543935
SMO,2020,6,18,11,1002.88,14.54176
SMO,2020,6,18,12,1002.56,14.53712
SMO,2020,6,18,13,1001.87,14.527115
SMO,2020,6,18,14,1001.08,14.51566
SMO,2020,6,18,15,1001.2,14.5174
SMO,2020,6,18,16,1001.28,14.51856
SMO,2020,6,18,17,1001.51,14.521895
SMO,2020,6,18,18,1001.86,14.52697
SMO,2020,6,18,19,1002.82,14.54089
SMO,2020,6,18,20,1003.2,14.5464
SMO,2020,6,18,21,1002.96,14.54292
SMO,2020,6,18,22,1002.21,14.532045
SMO,2020,6,18,23,1001.26,14.51827
SMO,2020,6,19,0,1000.59,14.508555
SMO,2020,6,19,1,1000.02,14.50029
SMO,2020,6,19,2,999.95,14.499275
SMO,2020,6,19,3,999.86,14.49797
SMO,2020,6,19,4,1000.09,14.501305
SMO,2020,6,19,5,1000.43,14.506235
SMO,2020,6,19,6,1000.8,14.5116
SMO,2020,6,19,7,1001.16,14.51682
SMO,2020,6,19,8,1001.49,14.521605
SMO,2020,6,19,9,1001.65,14.523925
SMO,2020,6,19,10,1001.2,14.5174
SMO,2020,6,19,11,1000.69,14.510005
SMO,2020,6,19,12,1000.65,14.509425
SMO,2020,6,19,13,1000.74,14.51073
SMO,2020,6,19,14,1000.2,14.5029
SMO,2020,6,19,15,1000.11,14.501595
SMO,2020,6,19,16,999.88,14.49826
SMO,2020,6,19,17,1000.24,14.50348
SMO,2020,6,19,18,1000.76,14.51102
SMO,2020,6,19,19,1001.16,14.51682
SMO,2020,6,19,20,1001.24,14.51798
SMO,2020,6,19,21,1001.06,14.51537
SMO,2020,6,19,22,1000.71,14.510295
SMO,2020,6,19,23,999.79,14.496955
SMO,2020,6,20,0,999.29,14.489705
SMO,2020,6,20,1,998.81,14.482745
SMO,2020,6,20,2,998.46,14.47767
SMO,2020,6,20,3,998.58,14.47941
SMO,2020,6,20,4,999.35,14.490575
SMO,2020,6,20,5,999.88,14.49826
SMO,2020,6,20,6,1000.98,14.51421
SMO,2020,6,20,7,1000.97,14.514065
SMO,2020,6,20,8,1001.14,14.51653
SMO,2020,6,20,9,1000.29,14.504205
SMO,2020,6,20,10,1000.29,14.504205
SMO,2020,6,20,11,1000.62,14.50899
SMO,2020,6,20,12,999.64,14.49478
SMO,2020,6,20,13,999.31,14.489995
SMO,2020,6,20,14,999.92,14.49884
SMO,2020,6,20,15,1000.12,14.50174
SMO,2020,6,20,16,1000.41,14.505945
SMO,2020,6,20,17,1000.55,14.507975
SMO,2020,6,20,18,1001.15,14.516675
SMO,2020,6,20,19,1002.06,14.52987
SMO,2020,6,20,20,1002.61,14.537845
SMO,2020,6,20,21,1002.66,14.53857
SMO,2020,6,20,22,1002.17,14.531465
SMO,2020,6,20,23,1001.48,14.52146
SMO,2020,6,21,0,1000.97,14.514065
SMO,2020,6,21,1,1000.69,14.510005
SMO,2020,6,21,2,1000.65,14.509425
SMO,2020,6,21,3,1000.71,14.510295
SMO,2020,6,21,4,1001.05,14.515225
SMO,2020,6,21,5,1001.62,14.52349
SMO,2020,6,21,6,1002.25,14.532625
SMO,2020,6,21,7,1002.91,14.542195
SMO,2020,6,21,8,1003.24,14.54698
SMO,2020,6,21,9,1003.41,14.549445
SMO,2020,6,21,10,1003.44,14.54988
SMO,2020,6,21,11,1003.18,14.54611
SMO,2020,6,21,12,1003.01,14.543645
SMO,2020,6,21,13,1002.38,14.53451
SMO,2020,6,21,14,1002.07,14.530015
SMO,2020,6,21,15,1002.17,14.531465
