 Usage ,Days of Usage,Billed Amount for Water,MTH/YR OF BILLING,Route#,LOSADD,RSP,Rate,LOMETW,Meter Size,,
" 3,810 ",30,31.68,202205,214,FAGATOGO,RES,R,87126388,"5/8""",,
" 6,495 ",30,43.29,202205,214,FAGATOGO,RES,R,87126387,"5/8""",,
" 16,141 ",30,88.04,202205,213,FAGATOGO,RES,R,87126386,"5/8""",,
" 24,659 ",30,131.44,202205,214,FAGATOGO,RES,R,87126385,"5/8""",,
" 46,693 ",30,257.05,202205,214,FAGATOGO,RES,R,87126384,"5/8""",,
" 5,657 ",30,39.66,202205,213,FAGATOGO,RES,R,87126383,"5/8""",,
" 7,223 ",30,46.43,202205,213,FAGATOGO,RES,R,87126382,"5/8""",,
" 15,798 ",30,86.39,202205,213,FAGATOGO,RES,R,87126381,"5/8""",,
" 5,016 ",30,36.89,202205,213,FAGATOGO,RES,R,87126380,"5/8""",,
" 26,447 ",30,135.6,202205,214,FAGATOGO,SGS,C,87126379,"5/8""",,
" 2,834 ",30,28.11,202205,214,FAGATOGO,SGS,C,87126378,"5/8""",,
" 25,610 ",30,131.79,202205,214,FAGATOGO,ASG,GL2,87126377,"5/8""",,
" 6,923 ",30,46.73,202205,214,FAGATOGO,ASG,GL2,87126376,"5/8""",,
" 8,206 ",30,50.67,202205,213,FAGATOGO,RES,R,87126375,"5/8""",,
 828 ,30,18.79,202205,213,FAGATOGO,RES,R,87126374,"5/8""",,
" 39,048 ",30,212.55,202205,216,UTULEI,RES,R,87126373,"5/8""",,
" 11,893 ",30,67.55,202205,213,FAGATOGO,RES,R,87126372,"5/8""",,
" 2,988 ",30,28.12,202205,213,FAGATOGO,RES,R,87126371,"5/8""",,
" 6,426 ",30,42.98,202205,213,FAGATOGO,RES,R,87126370,"5/8""",,
" 17,034 ",30,92.35,202205,213,FAGATOGO,RES,R,87126369,"5/8""",,
" 6,072 ",30,41.45,202205,213,FAGATOGO,RES,R,87126368,"5/8""",,
" 7,578 ",30,47.96,202205,213,FAGATOGO,RES,R,87126367,"5/8""",,
" 12,186 ",30,68.97,202205,213,FAGATOGO,RES,R,87126366,"5/8""",,
" 41,178 ",30,224.95,202205,213,FAGATOGO,RES,R,87126365,"5/8""",,
" 2,406 ",30,25.61,202205,213,FAGATOGO,RES,R,87126364,"5/8""",,
" 6,453 ",30,43.1,202205,213,FAGATOGO,RES,R,87126363,"5/8""",,
" 6,348 ",30,42.65,202205,213,FAGATOGO,RES,R,87126362,"5/8""",,
" 14,769 ",30,81.43,202205,213,FAGATOGO,RES,R,87126361,"5/8""",,
" 16,889 ",30,91.65,202205,213,FAGATOGO,RES,R,87126360,"5/8""",,
" 4,570 ",30,34.96,202205,338,VAITOGI,RES,R,87126359,"5/8""",,
" 1,996 ",32,23.84,202205,221,PAGO PAGO,RES,R,87126358,"5/8""",,
" 1,816 ",28,23.06,202205,354,MAPUSAGA FOU,RES,R,87126357,"5/8""",,
" 3,078 ",30,28.52,202205,324,TAFUNA,RES,R,87126356,"5/8""",,
 -   ,32,15.21,202205,404,AOA,RES,R,87126355,"5/8""",,
" 4,828 ",32,36.08,202205,404,AOA,RES,R,87126354,"5/8""",,
" 7,114 ",32,45.95,202205,111,AUA,RES,R,87126353,"5/8""",,
" 26,831 ",32,143.01,202205,108,FAGAITUA,RES,R,87126352,"5/8""",,
" 10,776 ",30,62.17,202205,220,MATUU,RES,R,87126351,"5/8""",,
" 5,196 ",30,37.66,202205,307,NUUULI,RES,R,87126350,"5/8""",,
 -   ,28,15.21,202205,359,MALAELOA,RES,R,87126349,"5/8""",,
" 2,483 ",32,25.94,202205,102,TULA,RES,R,87126348,"5/8""",,
" 1,228 ",30,20.52,202205,336,VAITOGI,RES,R,87126347,"5/8""",,
" 6,798 ",32,44.59,202205,407,FAGASA,RES,R,87126345,"5/8""",,
" 38,588 ",32,209.87,202205,107,ALOFAU,RES,R,87126344,"5/8""",,
 166 ,32,15.92,202205,406,VATIA,RES,R,87126343,"5/8""",,
 2 ,30,15.22,202205,301,NUUULI,RES,R,87126342,"5/8""",,
" 6,972 ",32,45.34,202205,315,TAFUNA,RES,R,87126341,"5/8""",,
" 6,334 ",30,42.59,202205,346,FALENIU,RES,R,87126340,"5/8""",,
 999 ,30,19.53,202205,306,NUUULI,RES,R,87126339,"5/8""",,
" 1,186 ",28,20.33,202205,375,AMALUIA,RES,R,87126335,"5/8""",,
" 3,563 ",32,30.61,202205,323,TAFUNA,RES,R,87126334,"5/8""",,
" 22,838 ",32,121.75,202205,323,TAFUNA,RES,R,87126333,"5/8""",,
" 1,652 ",32,22.35,202205,110,AUA,RES,R,87126332,"5/8""",,
" 5,318 ",30,38.2,202205,346,FALENIU,RES,R,87126331,"5/8""",,
" 32,255 ",28,173,202205,360,MALAELOA,RES,R,87126330,"5/8""",,
" 1,979 ",30,23.76,202205,219,FAGAALU,RES,R,87126329,"5/8""",,
" 4,224 ",28,33.46,202205,360,MALAELOA,RES,R,87126328,"5/8""",,
" 36,885 ",32,183.11,202205,312,TAFUNA,SGS,C,87126327,"5/8""",,
" 2,259 ",28,24.98,202205,358,FUTIGA,RES,R,87126326,"5/8""",,
" 6,638 ",30,43.9,202205,220,FAGANEANEA,RES,R,87126325,"5/8""",,
" 14,009 ",30,77.76,202205,340,MALAEIMI,RES,R,87126323,"5/8""",,
 722 ,26,18.33,202205,404,AOA,RES,R,87126322,"5/8""",,
" 8,443 ",30,51.7,202205,336,VAITOGI,RES,R,87126321,"5/8""",,
 838 ,28,18.83,202205,352,PAVAIAI,RES,R,87126320,"5/8""",,
" 1,694 ",30,22.53,202205,308,TAFUNA,RES,R,87126319,,,
" 1,872 ",30,23.3,202205,308,TAFUNA,RES,R,87126318,,,
" 11,723 ",30,66.74,202205,308,NUUULI,RES,R,87126317,,,
" 16,641 ",30,90.45,202205,308,NUUULI,RES,R,87126316,,,
" 42,719 ",30,233.92,202205,308,NUUULI,RES,R,87126315,,,
" 8,658 ",30,52.63,202205,308,NUUULI,RES,R,87126314,,,
" 5,094 ",29,38.4,202205,308,NUUULI,SGS,C,87126313,"5/8""",,
" 5,256 ",30,37.93,202205,308,NUUULI,RES,R,87126312,"5/8""",,
" 2,523 ",32,26.12,202205,103,ALAO,RES,R,87126311,"5/8""",,
" 5,467 ",32,38.83,202205,223,AUA,RES,R,87126310,"5/8""",,
 25 ,30,15.33,202205,311,TAFUNA,SGS,C,87126309,"5/8""",,
 864 ,30,18.94,202205,216,UTULEI,RES,R,87126308,"5/8""",,
 -   ,3,1.52,202205,340,MALAEIMI,RES,R,87126307,"5/8""",,
" 1,580 ",28,22.04,202205,362,TAPUTIMU,RES,R,87126306,"5/8""",,
 458 ,28,17.19,202205,371,LEONE,RES,R,87126305,"5/8""",,
" 4,635 ",30,35.24,202205,307,NUUULI,RES,R,87126304,"5/8""",,
" 1,207 ",30,20.42,202205,332,ILIILI,RES,R,87126303,"5/8""",,
" 3,152 ",30,28.83,202205,332,ILIILI,RES,R,87126302,"5/8""",,
 37 ,30,15.37,202205,332,ILIILI,RES,R,87126301,"5/8""",,
" 2,362 ",33,25.42,202205,110,AUA,RES,R,87126300,"5/8""",,
" 3,788 ",28,31.58,202205,360,MALAELOA,RES,R,87126299,"5/8""",,
" 3,070 ",30,28.47,202205,333,ILIILI,RES,R,87126298,"5/8""",,
" 33,958 ",30,182.91,202205,207,PAGO PAGO,RES,R,87126297,"5/8""",,
" 7,639 ",28,48.23,202205,411,FAGALII,RES,R,87126296,"5/8""",,
" 5,160 ",30,37.51,202205,308,NUUULI,RES,R,87126295,"5/8""",,
" 1,323 ",30,20.92,202205,333,ILIILI,RES,R,87126294,"5/8""",,
" 2,284 ",30,25.08,202205,343,MESEPA,RES,R,87126293,"5/8""",,
" 7,833 ",28,49.06,202205,371,LEONE,RES,R,87126292,"5/8""",,
" 2,157 ",32,24.53,202205,113,LELOALOA,RES,R,87126291,"5/8""",,
" 18,197 ",32,97.95,202205,331,ILIILI,RES,R,87126290,"5/8""",,
" 4,124 ",30,33.03,202205,340,MALAEIMI,RES,R,87126289,"5/8""",,
" 3,196 ",30,29.02,202205,332,ILIILI,RES,R,87126288,"5/8""",,
" 6,869 ",30,44.9,202205,301,NUUULI,RES,R,87126287,"5/8""",,
" 13,817 ",29,76.83,202205,355,MAPUSAGA,RES,R,87126286,,,
" 6,411 ",30,44.39,202205,305,NUUULI,SGS,C,87126285,"5/8""",,
" 4,841 ",30,36.14,202205,305,NUUULI,RES,R,87126284,"5/8""",,
" 3,558 ",30,30.59,202205,303,NUUULI,RES,R,87126283,"5/8""",,
" 11,935 ",30,67.76,202205,303,NUUULI,RES,R,87126282,"5/8""",,
" 1,266 ",30,20.97,202205,304,NUUULI,SGS,C,87126281,"5/8""",,
" 27,459 ",30,146.35,202205,304,NUUULI,RES,R,87126280,"5/8""",,
" 20,913 ",29,110.41,202205,308,NUUULI,SGS,C,87126279,"5/8""",,
 513 ,30,17.43,202205,308,NUUULI,RES,R,87126278,"5/8""",,
" 8,170 ",30,50.52,202205,308,NUUULI,RES,R,87126277,"5/8""",,
" 22,843 ",30,121.78,202205,308,NUUULI,RES,R,87126276,"5/8""",,
" 20,588 ",30,109.77,202205,308,NUUULI,RES,R,87126275,"5/8""",,
" 10,229 ",30,59.53,202205,308,NUUULI,RES,R,87126274,"5/8""",,
 632 ,30,17.95,202205,308,NUUULI,RES,R,87126273,"5/8""",,
" 9,215 ",30,55.04,202205,308,NUUULI,RES,R,87126272,"5/8""",,
" 6,388 ",28,42.82,202205,360,MALAELOA,RES,R,87126271,"5/8""",,
" 260,061 ",31,1199.01,202205,502,FITIUTA,ASG,GG3,87126270,"5/8""",,
 921 ,32,19.19,202205,201,PAGO PAGO,RES,R,87126269,"5/8""",,
" 6,367 ",30,42.73,202205,322,TAFUNA,RES,R,87126268,"5/8""",,
" 38,855 ",28,211.42,202205,376,ASILI,RES,R,87126267,"5/8""",,
" 3,718 ",30,31.28,202205,328,ILIILI,RES,R,87126266,"5/8""",,
" 1,752 ",30,22.79,202205,333,ILIILI,RES,R,87126265,"5/8""",,
 582 ,30,17.73,202205,332,ILIILI,RES,R,87126264,"5/8""",,
" 5,581 ",30,39.33,202205,307,NUUULI,RES,R,87126263,"5/8""",,
" 2,755 ",32,27.11,202205,110,AUA,RES,R,87126262,"5/8""",,
" 5,915 ",30,40.77,202205,329,TAFUNA,RES,R,87126260,"5/8""",,
" 8,298 ",30,51.07,202205,340,MESEPA,RES,R,87126259,"5/8""",,
" 1,336 ",17,20.98,202205,322,NUUULI,RES,R,87126257,"5/8""",,
" 6,134 ",30,41.72,202205,307,NUUULI,RES,R,87126256,"5/8""",,
" 9,037 ",28,54.27,202205,409,AOLOAU,RES,R,87126255,"5/8""",,
" 5,978 ",32,41.05,202205,315,TAFUNA,RES,R,87126254,"5/8""",,
" 8,840 ",30,55.45,202205,306,NUUULI,SGS,C,87126253,"5/8""",,
 99 ,28,15.64,202205,363,VAILOA,RES,R,87126251,"5/8""",,
" 13,301 ",32,74.35,202205,316,TAFUNA,RES,R,87126250,"5/8""",,
" 8,487 ",30,51.89,202205,307,NUUULI,RES,R,87126249,"5/8""",,
 822 ,30,18.76,202205,338,VAITOGI,RES,R,87126248,"5/8""",,
 -   ,30,15.21,202205,220,MATUU,RES,R,87126247,,,
" 8,459 ",32,51.77,202205,316,TAFUNA,RES,R,87126246,,,
" 1,103 ",30,19.98,202205,308,TAFUNA,RES,R,87126245,,,
 494 ,30,17.34,202205,338,VAITOGI,RES,R,87126244,,,
" 2,948 ",30,27.95,202205,304,NUUULI,RES,R,87126243,,,
" 1,368 ",30,21.12,202205,328,ILIILI,RES,R,87126241,,,
" 4,923 ",30,36.49,202205,220,FAGANEANEA,RES,R,87126240,,,
" 1,027 ",32,19.65,202205,323,TAFUNA,RES,R,87126239,"5/8""",,
" 6,510 ",32,43.35,202205,323,TAFUNA,RES,R,87126238,"5/8""",,
" 6,521 ",32,43.39,202205,323,TAFUNA,RES,R,87126237,"5/8""",,
" 3,058 ",32,28.43,202205,323,TAFUNA,RES,R,87126236,"5/8""",,
" 29,918 ",32,159.44,202205,323,TAFUNA,RES,R,87126235,"5/8""",,
" 28,416 ",32,151.44,202205,323,TAFUNA,RES,R,87126234,"5/8""",,
 347 ,32,16.71,202205,323,TAFUNA,RES,R,87126233,"5/8""",,
 -   ,32,15.21,202205,323,TAFUNA,RES,R,87126232,"5/8""",,
 257 ,30,16.32,202205,338,VAITOGI,RES,R,87126231,"5/8""",,
" 5,066 ",28,37.1,202205,360,MALAELOA,RES,R,87126230,"5/8""",,
" 1,743 ",28,22.74,202205,378,AMANAVE,SGS,R,87126229,"5/8""",,
" 5,122 ",30,37.35,202205,336,VAITOGI,RES,R,87126228,"5/8""",,
 3 ,28,15.22,202205,351,PAVAIAI,RES,R,87126227,"5/8""",,
" 1,085 ",30,20.15,202205,368,LEONE,ASG,GL2,87126226,"5/8""",,
 -   ,32,15.21,202205,203,PAGO PAGO,ASG,GL2,87126225,"5/8""",,
" 44,540 ",30,244.53,202205,338,VAITOGI,RES,R,87126224,"5/8""",,
" 7,856 ",30,49.16,202205,308,NUUULI,RES,R,87126223,"5/8""",,
" 4,922 ",30,36.48,202205,308,NUUULI,RES,R,87126222,"5/8""",,
 571 ,30,17.68,202205,308,NUUULI,RES,R,87126221,"5/8""",,
" 4,469 ",30,34.53,202205,308,NUUULI,RES,R,87126220,"5/8""",,
" 2,832 ",30,27.45,202205,308,NUUULI,RES,R,87126219,"5/8""",,
" 7,273 ",30,46.65,202205,308,NUUULI,RES,R,87126218,,,
" 4,795 ",30,35.93,202205,308,NUUULI,RES,R,87126217,,,
" 13,063 ",30,73.2,202205,308,NUUULI,RES,R,87126216,,,
" 18,283 ",30,98.37,202205,308,NUUULI,RES,R,87126215,,,
" 6,517 ",30,43.38,202205,308,NUUULI,RES,R,87126214,,,
 714 ,30,18.29,202205,308,NUUULI,RES,R,87126213,,,
" 3,928 ",30,32.19,202205,308,NUUULI,RES,R,87126212,,,
" 4,439 ",30,34.39,202205,308,NUUULI,RES,R,87126211,,,
" 3,429 ",30,30.03,202205,308,NUUULI,RES,R,87126210,,,
" 5,461 ",30,38.82,202205,308,NUUULI,RES,R,87126209,,,
" 2,130 ",29,24.42,202205,308,NUUULI,RES,R,87126208,"5/8""",,
 -   ,32,15.21,202205,404,AOA,RES,R,87126207,"5/8""",,
" 5,215 ",32,37.75,202205,107,ALOFAU,RES,R,87126206,"5/8""",,
 -   ,28,15.21,202205,348,PAVAIAI,RES,R,87126205,"5/8""",,
 21 ,30,15.3,202205,338,VAITOGI,RES,R,87126204,"5/8""",,
" 2,379 ",30,25.5,202205,303,NUUULI,RES,R,87126203,"5/8""",,
" 6,384 ",30,42.8,202205,340,MALAEIMI,RES,R,87126202,"5/8""",,
" 14,589 ",30,81.62,202205,311,TAFUNA,SGS,C,87126201,"5/8""",,
" 4,660 ",30,35.35,202205,305,NUUULI,RES,R,87126200,"5/8""",,
" 32,116 ",30,172.19,202205,304,NUUULI,RES,R,87126199,"5/8""",,
" 23,121 ",30,123.26,202205,304,NUUULI,RES,R,87126198,"5/8""",,
" 13,978 ",30,77.61,202205,304,NUUULI,RES,R,87126197,"5/8""",,
" 12,507 ",30,70.51,202205,304,NUUULI,RES,R,87126196,"5/8""",,
" 16,932 ",30,91.86,202205,304,NUUULI,RES,R,87126195,"5/8""",,
" 35,777 ",30,178.07,202205,304,TAFUNA,SGS,C,87126194,"5/8""",,
" 15,605 ",30,85.46,202205,304,NUUULI,RES,R,87126193,"5/8""",,
" 12,052 ",30,68.33,202205,304,NUUULI,RES,R,87126192,"5/8""",,
" 5,853 ",32,40.51,202205,323,TAFUNA,RES,R,87126191,"5/8""",,
" 3,873 ",32,31.95,202205,323,TAFUNA,RES,R,87126190,"5/8""",,
" 1,735 ",32,22.71,202205,323,TAFUNA,RES,R,87126189,"5/8""",,
" 6,499 ",32,43.3,202205,323,TAFUNA,RES,R,87126188,,,
" 1,235 ",32,20.55,202205,323,TAFUNA,RES,R,87126187,,,
" 2,272 ",32,25.03,202205,323,TAFUNA,RES,R,87126185,"5/8""",,
" 39,511 ",32,215.24,202205,323,TAFUNA,RES,R,87126184,"5/8""",,
" 4,735 ",32,35.68,202205,323,TAFUNA,RES,R,87126183,"5/8""",,
 7 ,32,15.24,202205,312,TAFUNA,SGS,C,87126182,"5/8""",,
" 1,821 ",30,23.08,202205,330,TAFUNA,RES,R,87126181,"5/8""",,
 69 ,28,15.51,202205,348,PAVAIAI,RES,R,87126180,"5/8""",,
" 13,026 ",28,73.02,202205,377,SEETAGA,RES,R,87126179,"5/8""",,
" 1,959 ",28,23.68,202205,373,LEONE,RES,R,87126178,"5/8""",,
 419 ,30,17.12,202205,328,TAFUNA,SGS,C,87126177,"5/8""",,
" 2,059 ",30,24.11,202205,340,MALAEIMI,RES,R,87126176,"5/8""",,
" 1,597 ",32,22.11,202205,405,AFONO,RES,R,87126175,"5/8""",,
" 11,341 ",32,64.9,202205,312,TAFUNA,RES,R,87126174,"5/8""",,
 373 ,38,16.9,202205,308,NUUULI,SGS,C,87126173,"5/8""",,
" 17,266 ",30,93.47,202205,333,ILIILI,RES,R,87126172,"5/8""",,
 35 ,28,15.36,202205,365,VAILOA,RES,R,87126171,"5/8""",,
" 8,198 ",32,50.64,202205,108,FAGAITUA,RES,R,87126170,"5/8""",,
" 4,212 ",32,33.42,202205,101,ONENOA,RES,R,87126169,"5/8""",,
" 1,498 ",30,15.21,202205,220,MATUU,RES,C02,87126167,"5/8""",,
" 5,617 ",30,39.49,202205,220,MATUU,RES,R,87126166,"5/8""",,
" 8,760 ",30,53.07,202205,220,MATUU,RES,R,87126165,"5/8""",,
" 1,603 ",30,17.82,202205,220,MATUU,RES,C01,87126164,"5/8""",,
" 10,836 ",30,62.46,202205,220,MATUU,RES,R,87126163,"5/8""",,
" 7,623 ",30,48.16,202205,220,MATUU,RES,R,87126162,"5/8""",,
" 6,608 ",28,43.77,202205,377,SEETAGA,RES,R,87126161,"5/8""",,
 499 ,30,17.37,202205,220,MATUU,RES,R,87126160,"5/8""",,
" 11,835 ",30,67.28,202205,220,MATUU,RES,R,87126159,"5/8""",,
" 5,562 ",30,39.25,202205,220,MATUU,RES,R,87126158,"5/8""",,
" 15,516 ",30,85.02,202205,220,MATUU,RES,R,87126157,"5/8""",,
" 5,365 ",30,38.4,202205,220,MATUU,RES,R,87126156,"5/8""",,
" 15,046 ",30,82.76,202205,220,MATUU,RES,R,87126155,"5/8""",,
" 3,486 ",30,30.28,202205,220,MATUU,RES,R,87126154,"5/8""",,
" 18,737 ",32,100.56,202205,108,FAGAITUA,RES,R,87126153,"5/8""",,
" 11,311 ",30,64.75,202205,220,MATUU,RES,R,87126152,"5/8""",,
" 10,741 ",30,62,202205,220,MATUU,RES,R,87126151,"5/8""",,
" 11,586 ",30,66.07,202205,220,MATUU,RES,R,87126150,"5/8""",,
" 2,505 ",28,26.03,202205,409,AOLOAU,RES,R,87126149,"5/8""",,
" 35,324 ",30,190.86,202205,220,MATUU,RES,R,87126148,"5/8""",,
" 12,611 ",30,71.02,202205,220,MATUU,RES,R,87126147,"5/8""",,
" 4,541 ",30,34.84,202205,220,FATUMAFUTI,RES,R,87126146,"5/8""",,
" 2,392 ",30,25.54,202205,220,FATUMAFUTI,RES,R,87126145,"5/8""",,
" 41,823 ",30,228.71,202205,220,FATUMAFUTI,RES,R,87126144,"5/8""",,
" 1,972 ",30,23.73,202205,220,FATUMAFUTI,RES,R,87126143,"5/8""",,
" 3,104 ",30,28.62,202205,220,FATUMAFUTI,RES,R,87126142,"5/8""",,
" 19,610 ",27,104.77,202205,220,FATUMAFUTI,RES,R,87126141,"5/8""",,
" 24,359 ",30,129.85,202205,220,FATUMAFUTI,RES,R,87126140,"5/8""",,
 36 ,26,15.37,202205,220,FATUMAFUTI,SA,WP2,87126139,"5/8""",,
" 4,366 ",30,34.08,202205,220,FATUMAFUTI,RES,R,87126138,"5/8""",,
" 2,393 ",30,25.55,202205,220,FATUMAFUTI,RES,R,87126137,"5/8""",,
 397 ,38,17.02,202205,312,NUUULI,SA,WP2,87126136,,,
" 8,230 ",30,50.78,202205,217,UTULEI,RES,R,87126135,"5/8""",,
" 7,430 ",30,47.33,202205,217,UTULEI,RES,R,87126134,"5/8""",,
" 13,958 ",30,77.52,202205,217,UTULEI,RES,R,87126133,"5/8""",,
" 11,472 ",30,65.52,202205,217,UTULEI,RES,R,87126132,"5/8""",,
" 3,100 ",30,28.61,202205,217,UTULEI,RES,R,87126131,"5/8""",,
" 3,490 ",30,30.29,202205,217,GATAIVAI,RES,R,87126130,"5/8""",,
" 19,502 ",30,104.25,202205,217,UTULEI,RES,R,87126129,"5/8""",,
" 8,880 ",30,53.59,202205,217,UTULEI,RES,R,87126128,"5/8""",,
" 10,084 ",30,58.84,202205,217,UTULEI,RES,R,87126127,"5/8""",,
" 13,886 ",30,77.17,202205,217,UTULEI,RES,R,87126126,,,
" 1,630 ",30,22.63,202205,215,GATAIVAI,SGS,C,87126125,"5/8""",,
" 8,115 ",30,50.29,202205,215,UTULEI,RES,R,87126124,"5/8""",,
" 7,793 ",26,48.9,202205,215,UTULEI,RES,R,87126123,"5/8""",,
" 4,112 ",26,32.99,202205,215,UTULEI,RES,R,87126122,"5/8""",,
" 9,744 ",30,57.32,202205,329,TAFUNA,RES,R,87126121,"5/8""",,
" 13,343 ",28,74.55,202205,369,LEONE,RES,R,87126120,"5/8""",,
" 10,668 ",30,61.65,202205,216,UTULEI,RES,R,87126119,,,
" 12,436 ",30,70.18,202205,216,UTULEI,RES,R,87126118,,,
" 12,427 ",30,70.13,202205,216,UTULEI,RES,R,87126117,,,
" 1,610 ",30,22.17,202205,216,UTULEI,RES,R,87126116,,,
" 4,636 ",30,35.25,202205,216,UTULEI,RES,R,87126115,,,
" 10,447 ",30,15.21,202205,216,UTULEI,RES,C30,87126114,,,
" 4,185 ",30,33.3,202205,216,UTULEI,RES,R,87126113,,,
" 3,751 ",30,31.42,202205,216,UTULEI,RES,R,87126112,,,
 223 ,32,16.17,202205,109,LAULII,RES,R,87126111,,,
" 7,393 ",30,47.16,202205,216,UTULEI,RES,R,87126110,,,
 -   ,30,15.21,202205,216,UTULEI,RES,R,87126109,,,
" 10,126 ",30,59.04,202205,216,UTULEI,RES,R,87126108,,,
" 11,915 ",30,67.66,202205,216,UTULEI,RES,R,87126107,,,
" 29,309 ",30,148.62,202205,215,UTULEI,ASG,GL2,87126106,"5/8""",,
 259 ,30,16.33,202205,216,UTULEI,RES,R,87126105,"5/8""",,
" 25,754 ",30,137.28,202205,216,UTULEI,RES,R,87126104,,,
" 4,364 ",30,34.07,202205,216,UTULEI,RES,R,87126103,5/8',,
" 25,677 ",30,136.86,202205,216,UTULEI,RES,R,87126102,5/8',,
" 16,216 ",30,88.4,202205,216,UTULEI,RES,R,87126101,5/8',,
" 6,026 ",30,41.26,202205,216,UTULEI,RES,R,87126100,5/8',,
" 31,057 ",30,166.02,202205,216,UTULEI,RES,R,87126099,"5/8""",,
" 9,337 ",30,55.56,202205,216,UTULEI,RES,R,87126098,"5/8""",,
" 9,698 ",30,57.13,202205,216,UTULEI,RES,R,87126097,"5/8""",,
" 10,830 ",30,62.43,202205,216,UTULEI,RES,R,87126096,"5/8""",,
" 7,426 ",30,47.3,202205,216,UTULEI,RES,R,87126095,"5/8""",,
" 19,095 ",30,102.28,202205,216,UTULEI,RES,R,87126094,"5/8""",,
" 7,704 ",30,48.51,202205,216,UTULEI,RES,R,87126093,"5/8""",,
" 12,369 ",30,69.85,202205,216,UTULEI,RES,R,87126092,"5/8""",,
" 1,594 ",30,22.46,202205,216,UTULEI,SGS,C,87126091,"5/8""",,
" 6,695 ",30,44.15,202205,216,UTULEI,RES,R,87126090,"5/8""",,
" 2,538 ",30,26.18,202205,216,UTULEI,RES,R,87126089,"5/8""",,
 359 ,30,16.76,202205,216,UTULEI,RES,R,87126088,"5/8""",,
" 3,066 ",27,28.46,202205,210,FAGATOGO,RES,R,87126087,"5/8""",,
" 3,964 ",30,33.26,202205,210,FAGATOGO,SGS,C,87126086,"5/8""",,
" 2,942 ",30,27.92,202205,210,FAGATOGO,RES,R,87126085,"5/8""",,
" 6,945 ",27,45.23,202205,210,FAGATOGO,RES,R,87126084,"5/8""",,
" 30,317 ",30,161.71,202205,210,FAGATOGO,RES,R,87126083,"5/8""",,
" 22,586 ",30,120.42,202205,210,FAGATOGO,RES,R,87126081,,,
" 3,929 ",27,32.19,202205,210,FAGATOGO,RES,R,87126080,"5/8""",,
" 3,341 ",30,29.65,202205,210,FAGATOGO,RES,R,87126079,,,
" 16,639 ",30,90.45,202205,210,FAGATOGO,RES,R,87126078,,,
" 3,244 ",30,29.98,202205,210,FAGATOGO,SGS,C,87126077,,,
" 11,834 ",30,67.27,202205,210,FAGATOGO,RES,R,87126076,,,
" 16,971 ",27,92.04,202205,210,FAGATOGO,RES,R,87126075,,,
" 29,070 ",32,154.92,202205,210,FAGATOGO,RES,R,87126074,,,
" 5,899 ",30,40.71,202205,216,UTULEI,RES,R,87126073,,,
" 6,038 ",30,41.31,202205,216,UTULEI,RES,R,87126072,"5/8""",,
" 1,439 ",30,21.43,202205,218,FAGAALU,SA,DH1,87126071,"5/8""",,
" 17,938 ",30,96.71,202205,206,PAGO PAGO,RES,R,87126070,"5/8""",,
 8 ,30,15.25,202205,335,ILIILI,SGS,C,87126069,"5/8""",,
" 26,483 ",28,141.15,202205,362,TAPUTIMU,RES,R,87126068,"5/8""",,
 560 ,32,17.64,202205,331,TAFUNA,RES,R,87126066,"5/8""",,
" 9,537 ",30,56.43,202205,214,FAGATOGO,RES,R,87126065,"5/8""",,
 340 ,30,16.68,202205,214,FAGATOGO,RES,R,87126064,"5/8""",,
" 11,412 ",30,67.16,202205,210,FAGATOGO,SGS,C,87126063,"5/8""",,
" 4,017 ",30,33.49,202205,210,FAGATOGO,SGS,C,87126062,"5/8""",,
" 2,191 ",30,25.18,202205,210,FAGATOGO,SGS,C,87126061,"5/8""",,
" 4,490 ",30,35.64,202205,210,FAGATOGO,SGS,C,87126060,"5/8""",,
" 2,917 ",30,28.49,202205,210,FAGATOGO,SGS,C,87126059,"5/8""",,
" 5,712 ",30,39.9,202205,213,FAGATOGO,RES,R,87126058,"5/8""",,
" 10,897 ",30,62.76,202205,205,PAGO PAGO,RES,R,87126057,"5/8""",,
" 13,722 ",30,76.38,202205,207,PAGO PAGO,RES,R,87126056,"5/8""",,
" 1,530 ",30,22.18,202205,301,NUUULI,SGS,C,87126055,"5/8""",,
" 2,987 ",30,28.12,202205,301,NUUULI,RES,R,87126054,"5/8""",,
" 6,662 ",30,44,202205,301,NUUULI,RES,R,87126053,"5/8""",,
" 3,490 ",30,30.29,202205,220,FAGANEANEA,RES,R,87126052,"5/8""",,
 -   ,30,15.21,202205,220,FAGANEANEA,RES,R,87126051,"5/8""",,
" 5,068 ",28,37.12,202205,354,MAPUSAGA,RES,R,87126050,"5/8""",,
" 5,927 ",30,40.83,202205,220,FAGANEANEA,RES,R,87126049,"5/8""",,
" 7,848 ",30,49.13,202205,220,FAGANEANEA,RES,R,87126048,"5/8""",,
" 2,958 ",28,28,202205,351,PAVAIAI,RES,R,87126047,"5/8""",,
" 5,395 ",30,38.52,202205,220,FAGANEANEA,RES,R,87126046,"5/8""",,
" 7,988 ",30,49.73,202205,220,FAGANEANEA,RES,R,87126045,"5/8""",,
" 5,194 ",30,37.66,202205,220,FAGANEANEA,RES,R,87126044,"5/8""",,
" 3,937 ",30,32.23,202205,220,FAGANEANEA,RES,R,87126043,"5/8""",,
" 3,224 ",32,29.14,202205,315,TAFUNA,RES,R,87126042,"5/8""",,
